,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
349,67476,67476_4.jpg,"[1316, 102, 1422, 214]",close the current page|close this|exit,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_close""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": []}",close
350,67476,67476_5.jpg,"[1002, 468, 1142, 574]",control sound|hear the word spoken|toggle volume settings,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_audio""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""icon_favorite"", ""class"": ""ImageView""}, {""resource_id"": ""icon_share"", ""class"": ""ImageView""}]}",play sound
351,67476,67476_6.jpg,"[1142, 468, 1282, 574]",favorite|favorite|tap to make favorite,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_favorite""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""icon_audio"", ""class"": ""ImageView""}, {""resource_id"": ""icon_audio"", ""class"": ""ImageView""}, {""resource_id"": ""icon_share"", ""class"": ""ImageView""}]}",favorite
352,67476,67476_7.jpg,"[1282, 468, 1422, 574]",displays more options|share|share link,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_share""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""icon_audio"", ""class"": ""ImageView""}, {""resource_id"": ""icon_favorite"", ""class"": ""ImageView""}, {""resource_id"": ""icon_favorite"", ""class"": ""ImageView""}]}",share the word
353,50076,50076_1.jpg,"[0, 84, 196, 280]",open main menu|open side menu with options|option panel,"{""app activity name"": ""com.global.foodpanda.android.activities.HomeActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton""}, ""parent node"": [{""resource_id"": ""home_activity_toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""class"": ""LinearLayout""}, {""class"": ""LinearLayout""}, {""class"": ""ActionMenuView""}]}",open menu
354,34396,34396_1.jpg,"[2, 704, 114, 816]",go back|go back|scroll left,"{""app activity name"": ""com.beautylish.views.UserPanelActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""backward""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""imageView"", ""class"": ""ImageView""}, {""resource_id"": ""imageView"", ""class"": ""ImageView""}, {""resource_id"": ""forward"", ""class"": ""ImageButton""}]}",go back
355,34396,34396_2.jpg,"[1323, 704, 1435, 816]",go forward|go to next page|next post,"{""app activity name"": ""com.beautylish.views.UserPanelActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""forward""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""imageView"", ""class"": ""ImageView""}, {""resource_id"": ""backward"", ""class"": ""ImageButton""}, {""resource_id"": ""backward"", ""class"": ""ImageButton""}]}",go to next
356,4991,4991_1.jpg,"[0, 84, 225, 224]",app menu|go to app menu|toggle navigation,"{""app activity name"": ""socials.com.application.followers.HomeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""menu""}, ""parent node"": [{""resource_id"": ""home_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""home"", ""text"": ""Get Instant Likes"", ""class"": ""TextView""}]}",open menu
357,5561,5561_1.jpg,"[28, 357, 140, 469]",current location|select compass,"{""app activity name"": ""com.stt.android.ui.activities.WorkoutActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""compassIcon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""mapContainer"", ""class"": ""FrameLayout""}, {""resource_id"": ""gpsAccuracyIcon"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""maximizeBt"", ""class"": ""au""}, {""resource_id"": ""maximizeBt"", ""class"": ""au""}, {""resource_id"": ""loadingSpinner"", ""class"": ""ProgressBar""}, {""resource_id"": ""noWorkoutData"", ""text"": ""No workout data"", ""class"": ""bn""}, {""resource_id"": ""credit"", ""class"": ""bn""}]}",go to location
358,50523,50523_1.jpg,"[1272, 1324, 1440, 1492]",location icon|select current location|use my current location,"{""app activity name"": ""com.livelovely.android.activity.OnboardingActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""location_button""}, ""parent node"": [{""resource_id"": ""location_container""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""search"", ""class"": ""ImageView""}, {""resource_id"": ""location_hint"", ""text"": ""Where do you want to live?"", ""class"": ""TextView""}, {""resource_id"": ""location_hint"", ""text"": ""Where do you want to live?"", ""class"": ""TextView""}, {""class"": ""View""}]}",location button
359,62079,62079_1.jpg,"[0, 84, 196, 280]",more button|more options|open menu,"{""app activity name"": ""com.sonymobile.xhs.activities.detail.DetailActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton""}, ""parent node"": [{""resource_id"": ""toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""resource_id"": ""toolbar_share_icon"", ""class"": ""RelativeLayout""}, {""resource_id"": ""toolbar_messages_icon"", ""class"": ""RelativeLayout""}, {""resource_id"": ""toolbar_messages_icon"", ""class"": ""RelativeLayout""}, {""class"": ""ActionMenuView""}]}",open menu
360,29656,29656_1.jpg,"[0, 84, 165, 238]",menu|shown menu,"{""app activity name"": ""eu.livesport.LiveSport_cz.EventListActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""abLeftButton""}, ""parent node"": [{""resource_id"": ""abRightButtonsContainer""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""leftEmptyButtonPlaceholder"", ""class"": ""ImageButton""}, {""class"": ""LinearLayout""}, {""resource_id"": ""rightEmptyButtonPlaceholder"", ""class"": ""ImageButton""}, {""resource_id"": ""shareButton"", ""class"": ""ShareIconView""}, {""resource_id"": ""searchButton"", ""class"": ""ImageButton""}, {""resource_id"": ""callendarButton"", ""class"": ""ImageButton""}, {""resource_id"": ""myGamesTrashButton"", ""class"": ""ImageButton""}, {""resource_id"": ""myGamesButton"", ""class"": ""MyGamesIconViewImpl""}, {""resource_id"": ""myTeamsButton"", ""class"": ""MyTeamsIconViewImpl""}, {""resource_id"": ""myleaguesButton"", ""class"": ""MyLeagueIconView""}, {""resource_id"": ""myTeamsSearchButton"", ""class"": ""ImageButton""}]}",open menu
361,29656,29656_2.jpg,"[1275, 84, 1440, 238]",busca|find team,"{""app activity name"": ""eu.livesport.LiveSport_cz.EventListActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""searchButton"", ""OCR detected text"": [""0""]}, ""parent node"": [{""resource_id"": ""abRightButtonsContainer""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""abLeftButton"", ""class"": ""ImageButton""}, {""resource_id"": ""leftEmptyButtonPlaceholder"", ""class"": ""ImageButton""}, {""class"": ""LinearLayout""}, {""resource_id"": ""rightEmptyButtonPlaceholder"", ""class"": ""ImageButton""}, {""resource_id"": ""shareButton"", ""class"": ""ShareIconView""}, {""resource_id"": ""shareButton"", ""class"": ""ShareIconView""}, {""resource_id"": ""callendarButton"", ""class"": ""ImageButton""}, {""resource_id"": ""myGamesTrashButton"", ""class"": ""ImageButton""}, {""resource_id"": ""myGamesButton"", ""class"": ""MyGamesIconViewImpl""}, {""resource_id"": ""myTeamsButton"", ""class"": ""MyTeamsIconViewImpl""}, {""resource_id"": ""myleaguesButton"", ""class"": ""MyLeagueIconView""}, {""resource_id"": ""myTeamsSearchButton"", ""class"": ""ImageButton""}]}",search
362,49443,49443_1.jpg,"[0, 101, 130, 234]",go back|go back|go back,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""leftBtn""}, ""parent node"": [{""class"": ""TableRow""}], ""sibling nodes"": [{""resource_id"": ""multipleLayout"", ""class"": ""RecyclerView""}, {""resource_id"": ""rightBtn"", ""text"": ""Preview/Save"", ""class"": ""TextView""}]}",go back
363,49443,49443_2.jpg,"[0, 2224, 240, 2392]",check role|select role option,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""roleIcon"", ""OCR detected text"": [""Role""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}, {""resource_id"": ""paintIcon"", ""class"": ""ImageView""}]}",select role
364,49443,49443_3.jpg,"[240, 2224, 480, 2392]",go to scene|scene options,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""sceneIcon"", ""OCR detected text"": [""Scene""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}, {""resource_id"": ""paintIcon"", ""class"": ""ImageView""}]}",scene option
365,49443,49443_4.jpg,"[480, 2224, 720, 2392]",have a dialog conversation with someone else|open dialog|put a dialog button,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""dialogIcon"", ""OCR detected text"": [""Dialog""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}, {""resource_id"": ""paintIcon"", ""class"": ""ImageView""}]}",dialog option
366,49443,49443_5.jpg,"[720, 2224, 960, 2392]",app delete|go to props,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""toolIcon"", ""OCR detected text"": [""Prop""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}, {""resource_id"": ""paintIcon"", ""class"": ""ImageView""}]}",select prop
367,49443,49443_6.jpg,"[960, 2224, 1200, 2392]",change frame|frame options|select frame,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""frameIcon"", ""OCR detected text"": [""Frame""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""paintIcon"", ""class"": ""ImageView""}]}",select frame
368,49443,49443_7.jpg,"[1200, 2224, 1440, 2392]",brush the picture|select brush tool|select brush tool,"{""app activity name"": ""com.shane.littlecartoonist.activity.compose.ComposeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""paintIcon"", ""OCR detected text"": [""Brush""]}, ""parent node"": [{""resource_id"": ""bottomResTypeNav""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""roleIcon"", ""class"": ""ImageView""}, {""resource_id"": ""sceneIcon"", ""class"": ""ImageView""}, {""resource_id"": ""dialogIcon"", ""class"": ""ImageView""}, {""resource_id"": ""toolIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}, {""resource_id"": ""frameIcon"", ""class"": ""ImageView""}]}",select brush
369,42557,42557_1.jpg,"[0, 2196, 196, 2392]",more options button|open menu|select more advanced settings,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivSetting""}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivPosition"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivRouteList"", ""class"": ""AppCompatImageView""}]}",open menu
370,42557,42557_2.jpg,"[261, 2196, 457, 2392]",informations|show information,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivPosition"", ""OCR detected text"": [""6""]}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivRouteList"", ""class"": ""AppCompatImageView""}]}",information
371,42557,42557_3.jpg,"[1244, 2196, 1440, 2392]",live location|select location option|show my location,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivMarker""}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivPosition"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivRouteList"", ""class"": ""AppCompatImageView""}]}",location
372,42557,42557_4.jpg,"[983, 2196, 1179, 2392]",display clear overlay time speed and altitude or turn off display|list|see the list,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivRouteList""}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivPosition"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}]}",open menu
